ACC,YI,XI,DS_YI,DS_XI,SLOPE
1,58,62,58,63,24.60
1,58,65,59,66,34.96
1,58,66,59,67,32.28
1,58,72,59,73,35.55
1,58,76,59,77,28.03
1,58,77,59,78,22.80
1,58,81,58,82,26.67
1,58,85,59,86,17.17
1,58,86,59,87,13.53
1,58,91,58,90,12.95
1,58,103,59,104,4.76
1,59,57,60,57,26.85
1,59,59,59,60,35.77
1,59,65,60,66,36.66
1,59,68,60,69,35.88
1,59,72,60,73,39.23
1,59,74,60,75,34.12
1,59,75,60,76,32.91
1,59,79,60,80,27.45
1,59,80,60,81,30.52
1,59,91,60,90,14.33
1,59,101,60,102,7.41
1,60,56,61,57,24.44
1,60,58,61,58,34.11
1,60,60,60,61,36.57
1,60,70,61,71,36.38
1,60,71,61,72,38.10
1,60,77,61,78,26.78
1,60,82,61,83,25.38
1,60,83,60,84,25.03
1,60,91,61,90,18.24
1,60,94,61,95,23.35
1,60,95,61,96,18.94
1,61,61,61,62,33.93
1,61,73,61,74,34.27
1,61,91,62,90,22.38
1,61,94,62,94,23.93
1,62,56,63,57,30.76
1,62,59,63,59,34.89
1,62,62,62,63,35.77
1,62,92,63,92,26.23
1,63,56,64,57,34.63
1,63,60,64,60,35.85
1,63,63,63,64,35.43
1,63,75,64,76,31.27
1,63,89,64,90,17.00
1,63,91,64,90,23.10
1,63,93,64,93,21.95
1,63,96,64,96,14.02
1,64,61,65,61,34.69
1,64,64,64,65,35.28
1,64,102,65,102,7.04
1,65,55,66,56,35.27
1,65,58,65,59,33.44
1,65,62,66,62,31.24
1,65,65,65,66,34.63
1,65,95,66,95,13.60
1,65,97,66,97,10.47
1,65,99,66,100,8.56
1,65,104,66,104,5.79
1,65,108,66,109,1.71
1,66,54,66,55,33.70
1,66,57,67,58,34.15
1,66,63,67,63,28.21
1,66,65,66,66,30.28
1,66,72,65,73,32.84
1,66,76,66,77,23.89
1,67,54,67,55,38.48
1,67,66,67,67,31.75
1,67,87,67,88,18.40
1,67,99,68,98,9.57
1,67,102,68,101,6.55
1,67,107,68,106,3.06
1,67,111,68,112,1.27
1,68,53,68,54,23.88
1,68,64,69,64,35.09
1,68,67,68,68,34.98
1,68,82,67,82,21.89
1,68,84,67,85,17.16
1,68,86,68,87,18.44
1,68,103,69,103,6.83
1,68,108,69,107,3.03
1,68,109,69,108,2.43
1,69,52,70,52,21.62
1,69,55,69,56,35.83
1,69,68,69,69,35.42
1,69,70,68,71,37.60
1,69,71,69,72,38.62
1,69,73,68,74,33.31
1,69,83,69,84,25.71
1,69,86,69,87,16.66
1,69,102,70,102,7.83
1,70,51,71,51,22.30
1,70,54,71,55,35.09
1,70,57,70,58,32.74
1,70,66,71,66,31.28
1,70,71,69,72,38.09
1,70,73,69,74,33.80
1,70,74,69,75,33.48
1,70,75,69,76,33.92
1,70,76,69,77,32.65
1,70,77,69,78,30.10
1,70,78,69,79,27.42
1,70,79,69,80,24.60
1,70,81,71,82,14.60
1,70,88,71,89,16.50
1,70,91,70,92,15.32
1,70,99,70,98,21.22
1,70,108,71,107,8.22
1,70,111,71,111,3.09
1,71,54,72,55,36.27
1,71,56,72,57,31.37
1,71,60,71,61,36.84
1,71,67,72,66,32.10
1,71,80,71,81,24.65
1,71,83,72,84,33.02
1,71,84,72,85,31.50
1,71,87,72,87,21.81
1,71,99,72,99,18.92
1,71,108,72,107,10.10
1,72,48,73,47,13.38
1,72,53,73,54,35.81
1,72,58,72,59,35.08
1,72,62,72,63,34.93
1,72,68,73,69,32.08
1,72,69,73,69,34.20
1,72,72,73,73,38.19
1,72,80,73,81,26.82
1,72,82,72,83,27.77
1,72,89,73,89,16.14
1,72,93,73,94,12.58
1,72,95,72,96,17.05
1,72,109,73,108,7.99
1,72,112,73,111,3.85
1,73,50,74,51,24.95
1,73,51,74,52,28.43
1,73,53,74,54,33.32
1,73,66,74,65,33.10
1,73,71,74,72,39.16
1,73,72,74,73,38.94
1,73,76,74,77,35.42
1,73,77,74,77,32.63
1,73,78,74,78,29.72
1,73,79,74,80,28.30
1,73,83,73,84,34.59
1,73,88,74,88,18.93
1,73,91,74,92,13.15
1,73,92,74,93,11.99
1,73,101,74,101,18.99
1,73,109,74,108,8.63
1,74,50,75,51,26.56
1,74,60,74,61,36.89
1,74,67,75,67,34.12
1,74,68,75,68,33.05
1,74,71,75,72,37.09
1,74,76,75,77,35.65
1,74,81,75,82,24.15
1,74,84,74,85,33.97
1,74,91,75,91,11.80
1,74,96,74,97,14.16
1,74,109,75,108,8.93
1,74,111,75,110,5.30
1,75,45,76,45,11.42
1,75,48,76,49,20.42
1,75,50,76,51,29.63
1,75,59,76,60,31.07
1,75,61,75,62,34.63
1,75,76,76,77,34.41
1,75,79,76,79,30.04
1,75,86,76,87,22.91
1,75,90,76,90,18.33
1,75,97,74,98,11.37
1,75,112,76,112,4.02
1,76,46,77,46,18.30
1,76,58,77,58,30.59
1,76,62,76,63,33.78
1,76,72,77,73,38.72
1,76,80,77,80,25.71
1,76,85,77,86,27.30
1,76,92,77,92,16.97
1,76,110,77,109,9.98
1,77,44,78,44,11.79
1,77,49,78,50,31.66
1,77,51,78,52,32.22
1,77,60,78,61,28.34
1,77,63,77,64,34.98
1,77,69,78,69,33.28
1,77,72,78,73,35.50
1,77,82,78,83,32.06
1,77,93,78,94,17.91
1,77,95,78,95,20.51
1,77,101,77,102,16.06
1,77,107,78,106,14.72
1,77,110,78,109,8.51
1,78,49,79,49,34.47
1,78,60,79,61,27.84
1,78,64,78,65,31.58
1,78,71,79,72,32.46
1,78,82,79,83,31.35
1,78,88,79,89,11.68
1,78,98,79,98,10.41
1,78,111,79,110,8.18
1,78,113,79,114,5.73
1,79,43,80,43,14.03
1,79,48,80,48,36.24
1,79,51,80,51,32.73
1,79,60,80,61,27.96
1,79,66,79,67,29.32
1,79,70,80,70,30.58
1,79,82,80,82,29.33
1,79,93,80,94,16.92
1,79,99,80,98,8.04
1,79,103,79,104,21.10
1,79,111,80,110,11.17
1,79,115,80,116,9.13
1,80,46,81,47,32.69
1,80,52,81,52,32.48
1,80,65,81,66,27.97
1,80,72,81,73,26.84
1,80,100,81,99,8.37
1,80,104,81,105,17.47
1,80,111,81,110,12.51
1,81,45,82,46,31.63
1,81,53,82,53,30.97
1,81,76,80,77,20.99
1,81,81,81,82,14.70
1,81,104,81,105,22.37
1,81,111,82,110,10.58
1,81,113,82,114,10.72
1,81,116,82,116,16.55
1,82,39,83,40,19.43
1,82,40,83,40,19.73
1,82,45,83,46,34.12
1,82,54,83,54,28.08
1,82,70,82,71,21.25
1,82,72,81,73,20.15
1,82,74,81,75,22.77
1,82,78,82,79,23.16
1,82,84,82,85,12.10
1,82,92,82,93,9.87
1,82,101,83,101,20.59
1,82,102,83,102,20.72
1,82,112,83,112,11.10
1,82,115,83,116,15.98
1,83,34,84,35,11.93
1,83,37,84,38,24.04
1,83,38,84,39,27.96
1,83,39,84,39,28.13
1,83,44,84,45,35.50
1,83,51,84,52,28.73
1,83,71,82,71,27.13
1,83,73,82,73,21.61
1,83,76,83,77,17.86
1,83,83,84,84,12.56
1,83,86,83,87,10.85
1,83,96,83,97,8.64
1,83,100,84,101,15.30
1,83,110,84,109,20.36
1,83,114,84,115,17.00
1,83,118,84,118,8.16
1,84,32,84,33,20.65
1,84,36,85,37,30.00
1,84,37,85,38,30.65
1,84,43,85,44,35.50
1,84,50,85,51,26.43
1,84,57,85,58,20.83
1,84,74,84,75,16.89
1,84,82,84,83,16.19
1,84,85,85,86,10.39
1,84,87,84,88,10.71
1,84,95,85,96,9.19
1,84,97,84,98,7.99
1,84,110,85,109,26.28
1,84,114,85,114,16.95
1,85,31,86,32,29.30
1,85,35,86,36,33.58
1,85,43,86,44,33.79
1,85,48,86,49,21.29
1,85,59,85,60,14.77
1,85,68,84,68,16.02
1,85,72,85,73,21.75
1,85,77,86,78,27.11
1,85,78,86,79,27.09
1,85,79,85,80,25.85
1,85,113,86,113,17.87
1,86,28,85,29,32.63
1,86,33,87,34,33.30
1,86,34,87,35,33.97
1,86,47,87,48,17.58
1,86,55,87,56,13.35
1,86,58,86,59,9.47
1,86,68,85,69,14.45
1,86,71,86,72,23.49
1,86,75,86,76,26.49
1,86,83,86,84,12.09
1,86,94,85,94,14.65
1,86,110,87,110,32.81
1,87,25,87,26,21.23
1,87,47,88,48,18.53
1,87,54,88,55,11.04
1,87,60,86,61,5.80
1,87,64,86,64,17.28
1,87,66,86,66,14.25
1,87,70,88,71,20.54
1,87,71,88,72,26.19
1,87,81,86,82,11.03
1,87,84,87,85,14.01
1,87,111,88,111,31.54
1,87,115,88,114,17.69
1,87,119,88,120,17.58
1,88,26,88,27,28.20
1,88,33,88,34,39.87
1,88,62,87,63,15.37
1,88,63,87,63,16.50
1,88,69,89,70,22.09
1,88,70,89,71,23.67
1,88,79,87,80,17.21
1,88,84,88,85,14.87
1,88,91,87,91,12.87
1,88,109,88,110,14.18
1,89,28,88,29,27.64
1,89,29,89,30,33.05
1,89,36,89,37,29.49
1,89,55,88,55,27.34
1,89,56,88,56,26.75
1,89,57,88,57,26.02
1,89,58,88,58,24.86
1,89,59,88,59,23.43
1,89,60,88,60,21.35
1,89,67,90,68,23.53
1,89,68,90,69,24.98
1,89,69,90,70,24.64
1,89,73,89,74,19.43
1,89,80,89,81,20.59
1,89,82,89,83,14.45
1,89,96,88,97,8.51
1,89,100,88,101,11.67
1,89,101,88,102,11.71
1,89,102,88,103,12.07
1,89,110,89,111,17.78
1,89,118,90,118,26.34
1,90,31,90,32,42.12
1,90,35,90,36,32.96
1,90,52,89,52,26.89
1,90,53,89,53,30.10
1,90,54,89,54,30.59
1,90,65,91,66,24.46
1,90,66,91,67,24.98
1,90,67,91,68,25.84
1,90,80,90,81,21.35
1,90,88,89,87,12.50
1,90,94,89,95,7.96
1,90,97,89,98,8.07
1,90,98,89,99,9.80
1,90,103,89,104,11.34
1,90,111,89,112,19.00
1,90,112,90,113,16.68
1,90,117,91,116,27.46
1,91,30,91,31,32.63
1,91,38,91,39,28.13
1,91,50,90,49,23.22
1,91,62,92,63,24.66
1,91,63,92,64,26.58
1,91,64,92,65,27.95
1,91,65,92,66,26.75
1,91,85,90,85,15.48
1,91,104,90,105,9.72
1,91,105,90,106,11.11
1,91,106,91,107,12.13
1,91,113,90,114,16.57
1,91,119,92,118,14.62
1,91,121,92,121,12.13
1,92,32,91,33,40.65
1,92,33,91,34,40.23
1,92,34,91,35,39.56
1,92,43,91,44,31.12
1,92,51,91,51,24.27
1,92,56,93,57,21.66
1,92,57,93,58,21.41
1,92,58,93,59,22.57
1,92,59,93,60,23.91
1,92,60,93,61,24.17
1,92,61,93,62,24.08
1,92,62,93,63,24.64
1,92,73,91,74,15.99
1,92,74,91,74,19.30
1,92,86,91,86,15.12
1,92,92,92,93,9.16
1,92,96,92,97,7.05
1,93,35,92,36,37.40
1,93,37,92,38,23.81
1,93,40,92,40,29.68
1,93,42,92,42,34.34
1,93,49,92,49,31.33
1,93,50,92,49,24.81
1,93,53,93,54,16.91
1,93,56,94,57,20.98
1,93,76,93,77,23.15
1,93,84,92,84,12.92
1,93,100,92,101,6.40
1,93,103,93,104,6.94
1,93,107,93,108,10.35
1,93,110,93,111,16.55
1,93,123,94,123,5.78
1,94,33,94,34,34.10
1,94,43,93,44,28.84
1,94,47,93,47,34.72
1,94,48,93,48,31.24
1,94,52,94,53,21.56
1,94,68,93,69,16.00
1,94,74,95,75,14.02
1,94,76,95,77,23.65
1,94,83,93,83,12.90
1,94,86,93,87,9.30
1,94,92,93,93,9.45
1,94,105,93,106,4.95
1,94,114,93,115,12.01
1,95,34,95,35,30.24
1,95,41,94,41,15.76
1,95,45,94,46,26.04
1,95,46,94,46,26.73
1,95,51,95,52,23.31
1,95,56,96,57,22.94
1,95,69,94,70,17.20
1,95,70,94,71,16.33
1,95,72,95,73,15.44
1,95,84,94,85,13.63
1,95,87,94,88,9.49
1,95,90,94,91,11.69
1,95,107,94,108,6.42
1,95,109,95,110,10.57
1,96,36,95,37,35.41
1,96,38,95,38,33.47
1,96,47,96,48,18.31
1,96,50,96,51,19.69
1,96,67,95,67,16.82
1,96,71,96,72,20.46
1,96,75,97,76,24.82
1,96,80,95,79,15.36
1,96,82,95,82,16.89
1,96,85,95,86,11.71
1,96,88,95,89,9.17
1,96,109,96,110,8.61
1,96,113,95,114,11.48
1,96,115,96,116,13.83
1,97,36,96,37,29.69
1,97,37,96,37,37.83
1,97,39,96,39,34.35
1,97,48,97,49,22.38
1,97,52,97,53,22.55
1,97,65,96,66,13.64
1,97,68,97,69,14.95
1,97,72,98,73,23.67
1,97,74,98,75,22.38
1,97,81,96,81,14.48
1,97,111,97,112,10.76
1,97,122,98,122,9.36
1,97,123,98,123,8.45
1,98,39,97,40,36.42
1,98,40,97,41,33.80
1,98,66,98,67,13.23
1,98,113,99,114,9.93
1,98,115,98,116,14.36
1,98,120,98,121,9.72
1,98,125,99,125,3.00
1,99,40,98,41,35.56
1,99,41,98,42,31.94
1,99,43,99,44,27.39
1,99,61,98,62,17.04
1,99,62,98,63,15.62
1,99,64,99,65,15.11
1,99,69,100,70,24.29
1,99,70,100,71,27.00
1,99,71,99,72,26.95
1,99,81,98,82,13.51
1,99,83,98,84,7.87
1,100,41,99,42,32.37
1,100,44,100,45,28.71
1,100,55,99,56,24.37
1,100,63,100,64,17.74
1,100,68,101,69,25.30
1,100,119,100,120,10.71
1,101,42,101,43,29.39
1,101,55,100,56,26.19
1,101,60,101,61,17.39
1,101,78,100,78,15.79
1,101,121,101,122,7.24
1,102,42,101,43,24.02
1,102,43,102,44,29.88
1,102,53,101,53,25.48
1,102,57,101,58,24.17
1,102,59,102,60,21.98
1,102,77,101,77,15.85
1,102,122,102,123,6.05
1,103,45,102,46,28.57
1,103,52,102,52,23.76
1,103,54,102,55,25.62
1,103,55,102,56,27.04
1,103,58,103,59,24.28
1,103,72,102,72,28.19
1,103,73,102,73,25.81
1,103,76,102,76,17.50
1,103,124,104,125,6.22
1,104,45,103,46,30.51
1,104,46,103,47,31.09
1,104,56,104,57,27.82
1,104,71,103,71,28.78
1,104,123,104,124,3.61
1,105,46,104,47,30.69
1,105,47,104,48,33.07
1,105,49,104,50,29.18
1,105,50,104,51,25.41
1,105,52,105,53,19.03
1,105,56,105,57,28.23
1,105,75,104,75,18.09
1,106,47,105,48,27.25
1,106,51,106,52,25.78
1,106,55,106,56,23.99
1,107,48,107,49,27.09
1,107,74,106,74,18.89
1,108,48,108,49,27.78
1,109,48,109,49,25.18
1,109,73,108,73,20.25
1,110,49,110,50,28.62
1,111,71,110,71,30.79
1,112,50,111,51,28.68
1,112,51,111,52,29.89
1,112,52,111,53,29.29
1,113,52,112,53,28.39
1,113,53,112,54,28.85
1,113,69,112,69,35.74
1,113,71,112,72,29.82
1,114,53,113,54,26.58
1,114,54,113,55,29.74
1,114,55,113,56,31.56
1,115,55,114,56,30.71
1,115,70,114,70,32.78
1,116,56,115,56,29.09
1,116,69,115,69,27.78
1,117,57,116,57,24.20
1,117,62,116,62,28.97
1,117,63,116,63,28.51
1,117,64,116,64,28.47
1,117,65,116,65,28.26
1,117,66,116,66,27.30
1,117,67,116,67,25.84
1,117,68,116,68,23.62
1,118,58,117,58,25.53
1,118,59,117,59,30.38
1,118,60,117,60,30.02
1,118,61,117,61,25.19
2,50,79,50,80,20.09
2,50,85,51,85,5.87
2,51,79,51,80,25.92
2,51,89,52,90,2.62
2,52,77,52,78,22.02
2,52,86,53,86,12.68
2,53,72,52,73,25.81
2,53,75,53,76,28.55
2,53,81,53,82,16.00
2,53,87,54,87,15.03
2,54,73,54,74,27.35
2,54,88,55,88,14.66
2,54,95,55,96,4.17
2,55,71,55,72,32.48
2,55,75,54,76,30.45
2,55,76,54,77,31.01
2,55,77,54,78,29.48
2,55,79,54,80,29.55
2,55,94,56,95,9.45
2,55,98,56,99,7.50
2,56,72,55,73,35.08
2,56,83,56,84,19.86
2,56,87,56,88,10.50
2,56,90,57,89,15.17
2,56,93,57,94,12.19
2,57,68,56,69,33.17
2,57,80,57,81,30.44
2,57,97,58,98,14.45
2,58,63,59,64,32.47
2,58,82,58,83,23.78
2,58,88,59,89,8.83
2,58,94,59,95,13.47
2,58,96,59,97,15.67
2,58,102,59,103,6.82
2,59,66,60,67,35.59
2,59,67,60,68,35.98
2,59,73,60,74,35.95
2,59,77,60,78,26.29
2,59,78,60,79,24.53
2,59,86,60,87,12.19
2,59,104,60,105,4.99
2,60,57,61,57,33.67
2,60,61,60,62,37.09
2,60,69,61,70,36.88
2,60,73,61,74,36.37
2,60,75,61,76,33.74
2,60,76,61,77,31.81
2,60,80,61,81,29.13
2,60,81,61,82,27.61
2,60,90,61,90,13.46
2,60,102,61,103,6.73
2,61,58,62,58,33.82
2,61,62,61,63,38.76
2,61,71,62,72,35.20
2,61,72,62,73,36.13
2,61,78,62,79,21.83
2,61,95,62,96,16.66
2,61,96,62,97,11.88
2,62,63,62,64,40.30
2,63,57,64,58,35.21
2,63,59,64,59,35.72
2,63,64,63,65,37.58
2,63,92,64,92,24.00
2,64,56,64,57,34.31
2,64,60,65,60,35.24
2,64,65,64,66,35.46
2,64,93,65,93,21.02
2,65,61,66,61,33.40
2,65,66,65,67,35.22
2,65,102,66,103,5.60
2,66,62,67,62,32.05
2,66,66,66,67,34.73
2,66,77,65,78,19.54
2,66,95,67,95,17.87
2,66,106,67,106,4.10
2,66,109,67,110,0.89
2,67,55,67,56,37.89
2,67,63,68,63,34.23
2,67,67,67,68,37.68
2,67,82,66,83,22.51
2,67,88,67,89,16.85
2,68,54,68,55,36.91
2,68,68,68,69,38.12
2,68,87,68,88,19.26
2,68,98,69,98,20.69
2,68,106,69,106,7.32
2,69,56,69,57,34.21
2,69,74,68,75,33.64
2,69,75,68,76,32.98
2,69,76,68,77,30.44
2,69,77,68,78,27.94
2,69,78,68,79,26.22
2,69,79,68,80,23.73
2,69,80,68,80,19.16
2,69,84,70,85,20.16
2,69,87,69,88,19.52
2,69,103,70,103,7.82
2,69,107,70,106,8.32
2,69,108,70,107,4.67
2,70,52,71,53,27.68
2,70,58,70,59,36.30
2,70,92,70,93,13.30
2,71,55,72,56,34.14
2,71,61,71,62,34.63
2,71,66,72,65,35.31
2,71,81,71,82,22.68
2,71,89,71,90,15.52
2,71,107,72,106,10.71
2,72,55,73,56,33.99
2,72,57,73,58,30.98
2,72,63,73,64,34.16
2,72,66,73,65,34.01
2,72,85,73,86,26.37
2,72,87,73,87,22.30
2,72,107,73,106,10.76
2,73,47,74,47,11.46
2,73,54,74,55,31.93
2,73,73,74,74,36.26
2,73,74,74,74,35.67
2,73,81,74,82,24.11
2,73,84,73,85,33.38
2,73,89,74,89,15.63
2,73,108,74,107,10.09
2,74,51,75,52,30.27
2,74,52,75,53,32.71
2,74,54,75,55,31.01
2,74,61,74,62,35.13
2,74,72,75,73,38.60
2,74,73,75,74,36.36
2,74,78,75,78,31.46
2,74,80,75,81,25.96
2,74,85,74,86,30.25
2,74,88,75,88,17.42
2,74,92,75,93,10.30
2,74,93,74,94,13.00
2,74,97,74,98,15.77
2,74,108,75,107,10.38
2,75,51,76,52,32.07
2,75,62,75,63,34.82
2,75,67,76,67,37.40
2,75,68,76,68,35.92
2,75,72,76,73,39.62
2,75,82,76,83,30.30
2,75,91,76,91,14.97
2,75,99,76,100,15.31
2,75,102,76,102,21.83
2,75,108,76,107,10.45
2,75,110,76,109,9.15
2,76,45,77,45,15.65
2,76,51,77,52,32.60
2,76,60,77,61,30.06
2,76,63,76,64,36.40
2,76,77,77,77,32.63
2,76,79,77,79,29.09
2,76,90,77,90,20.55
2,76,112,77,111,4.92
2,77,46,78,46,18.27
2,77,64,77,65,35.20
2,77,73,78,74,35.05
2,77,80,78,80,25.23
2,77,86,78,87,21.39
2,77,92,78,92,18.53
2,77,109,78,108,8.24
2,78,44,79,44,13.16
2,78,52,79,53,30.47
2,78,61,79,62,28.18
2,78,65,78,66,30.59
2,78,69,79,69,32.72
2,78,73,79,74,33.00
2,78,83,79,84,30.60
2,78,95,79,95,24.13
2,78,106,79,105,22.54
2,78,109,79,108,10.38
2,79,61,80,62,28.20
2,79,67,79,68,29.41
2,79,72,80,73,31.73
2,79,83,80,84,26.30
2,79,98,80,98,10.83
2,79,102,78,103,17.48
2,79,110,80,109,11.86
2,79,114,80,114,10.50
2,80,42,81,42,16.35
2,80,43,81,43,18.12
2,80,51,81,52,32.44
2,80,61,81,62,27.83
2,80,94,80,95,10.12
2,80,110,81,109,12.69
2,80,116,81,117,11.60
2,81,41,82,41,17.96
2,81,47,82,48,32.43
2,81,66,81,67,23.98
2,81,82,81,83,12.65
2,81,99,82,99,15.52
2,81,110,82,109,10.88
2,82,46,83,47,33.78
2,82,53,83,53,29.12
2,82,73,81,74,23.06
2,82,79,82,80,23.30
2,82,85,82,86,10.75
2,82,93,82,94,8.76
2,82,110,83,109,13.16
2,82,114,83,115,13.76
2,83,46,84,46,33.29
2,83,54,84,54,25.68
2,83,77,83,78,20.26
2,83,87,83,88,11.66
2,83,101,84,101,18.62
2,83,102,84,102,19.05
2,83,112,84,112,14.64
2,84,33,85,34,19.44
2,84,35,85,36,27.72
2,84,38,85,39,31.83
2,84,45,85,45,32.12
2,84,68,83,69,15.02
2,84,75,85,76,18.74
2,84,88,84,89,10.78
2,84,109,85,108,27.57
2,84,118,85,118,8.69
2,85,29,86,30,14.95
2,85,37,86,38,32.08
2,85,38,86,39,30.59
2,85,44,86,45,31.93
2,85,51,86,52,21.60
2,85,58,86,59,16.11
2,85,69,84,69,11.29
2,85,73,86,74,20.07
2,85,109,86,108,31.67
2,85,114,86,114,13.40
2,86,36,87,37,33.74
2,86,49,87,50,20.93
2,86,72,87,73,23.66
2,86,76,86,77,28.03
2,86,84,86,85,11.79
2,86,113,87,112,20.44
2,87,26,87,27,29.54
2,87,34,87,35,32.23
2,87,48,88,49,22.26
2,87,56,88,57,9.27
2,87,85,87,86,9.36
2,87,91,86,92,14.63
2,88,27,88,28,29.34
2,88,48,88,49,22.91
2,88,71,88,72,25.29
2,88,85,89,86,8.42
2,88,97,87,98,12.65
2,88,101,87,102,13.39
2,88,102,87,103,13.84
2,88,103,87,104,16.99
2,88,120,89,121,16.47
2,89,37,89,38,24.28
2,89,52,88,53,15.74
2,89,53,88,54,22.14
2,89,54,88,54,26.31
2,89,70,90,71,24.40
2,89,71,90,72,23.32
2,89,74,89,75,18.74
2,89,81,90,82,15.55
2,89,95,88,96,8.43
2,89,98,88,99,10.54
2,89,99,88,100,10.46
2,89,104,88,105,13.99
2,90,32,89,33,43.03
2,90,36,90,37,31.27
2,90,68,91,69,26.06
2,90,69,91,70,25.82
2,90,70,91,71,24.73
2,90,105,89,106,12.50
2,90,106,89,107,13.40
2,91,66,92,67,25.49
2,91,67,92,68,25.98
2,91,68,92,69,26.30
2,91,77,91,78,21.37
2,91,86,90,86,14.23
2,91,107,90,108,13.27
2,92,36,91,37,32.88
2,92,38,91,39,27.32
2,92,42,91,42,30.91
2,92,63,93,64,26.05
2,92,64,93,65,26.47
2,92,65,93,66,24.56
2,92,66,93,67,23.93
2,92,84,91,84,17.52
2,92,93,91,94,6.85
2,92,97,91,98,6.35
2,92,121,93,121,7.99
2,93,44,92,45,35.88
2,93,48,92,48,32.49
2,93,57,94,58,20.66
2,93,58,94,59,21.22
2,93,59,94,60,21.45
2,93,60,94,61,20.68
2,93,61,94,62,20.47
2,93,62,94,63,21.64
2,93,63,93,64,22.66
2,93,77,93,78,21.35
2,93,83,92,82,14.97
2,93,87,92,88,13.31
2,93,104,93,105,6.59
2,94,34,94,35,37.24
2,94,41,93,41,22.68
2,94,53,94,54,19.28
2,94,57,95,58,20.25
2,94,70,93,70,17.90
2,94,71,93,72,14.42
2,94,85,93,86,9.13
2,94,88,93,89,12.55
2,94,108,93,109,10.91
2,94,123,95,123,5.16
2,95,37,94,38,28.17
2,95,52,95,53,23.25
2,95,67,94,67,20.54
2,95,73,95,74,14.62
2,95,77,95,78,23.78
2,95,82,94,82,15.93
2,95,86,94,87,8.43
2,95,89,94,90,11.71
2,95,110,94,111,13.07
2,95,114,95,115,11.26
2,96,39,95,39,28.55
2,96,48,97,49,19.73
2,96,51,96,52,23.14
2,96,57,96,58,21.28
2,96,66,95,66,18.17
2,96,72,97,73,20.05
2,96,81,95,81,16.16
2,96,110,96,111,10.28
2,96,116,95,117,13.62
2,97,40,96,40,28.36
2,97,41,96,42,22.25
2,97,53,97,54,22.08
2,97,69,97,70,16.61
2,97,112,97,113,10.63
2,98,41,97,42,27.98
2,98,42,97,43,23.31
2,98,62,97,63,13.84
2,98,63,97,64,13.60
2,98,67,99,68,15.71
2,98,73,98,74,23.32
2,98,79,97,79,21.39
2,98,82,98,83,11.04
2,98,84,97,85,16.62
2,98,116,98,117,13.99
2,98,122,99,122,5.76
2,98,123,99,123,5.63
2,99,42,98,43,28.15
2,99,44,99,45,26.54
2,99,56,98,56,23.17
2,99,65,99,66,15.00
2,99,72,99,73,24.70
2,99,114,99,115,5.95
2,99,125,100,124,2.39
2,100,56,99,57,24.08
2,100,64,100,65,18.40
2,100,70,100,71,26.70
2,100,120,100,121,9.05
2,101,58,100,59,20.69
2,101,61,101,62,15.46
2,101,69,101,70,25.77
2,101,77,100,77,19.11
2,101,122,101,123,6.43
2,102,44,102,45,29.92
2,102,46,101,47,24.69
2,102,55,101,56,27.06
2,102,56,101,57,26.56
2,102,60,102,61,20.42
2,102,72,101,72,23.71
2,102,73,101,73,25.10
2,102,76,101,76,19.09
2,102,123,102,124,7.12
2,103,44,102,45,30.48
2,103,46,102,47,27.23
2,103,47,102,48,27.59
2,103,59,103,60,24.43
2,103,71,102,71,26.20
2,104,47,103,48,31.78
2,104,48,103,49,31.36
2,104,50,103,51,27.24
2,104,51,103,51,24.47
2,104,57,104,58,27.03
2,104,75,103,75,20.27
2,104,124,104,125,5.58
2,105,48,104,49,32.40
2,105,53,106,54,13.70
2,105,57,105,58,27.50
2,106,52,106,53,24.11
2,106,56,106,57,27.40
2,106,74,105,74,18.26
2,107,49,107,50,26.96
2,108,49,108,50,27.80
2,108,73,107,73,20.26
2,109,49,109,50,28.12
2,110,50,110,51,27.35
2,110,71,109,71,26.86
2,111,49,111,50,28.53
2,112,53,111,54,27.82
2,112,54,111,55,27.11
2,112,69,111,69,33.97
2,112,72,111,72,17.57
2,113,54,112,55,30.01
2,113,55,112,56,30.13
2,113,56,112,57,27.72
2,114,56,113,57,31.37
2,115,69,114,70,32.61
